latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
52.1566,10.4043,317.2,1.1,1,2023-05-27,1019,Terra,MODIS,52,61.03,301.6,11.7,D,2
49.4367,7.6871,311.9,1,1,2023-05-27,1020,Terra,MODIS,43,61.03,298.2,8.3,D,2
48.5354,9.2887,307.5,1.2,1.1,2023-05-27,1020,Terra,MODIS,36,61.03,295.4,5.7,D,2
49.4389,7.6733,309,1,1,2023-05-27,1020,Terra,MODIS,44,61.03,298.3,6.7,D,2
52.17,10.4261,309.5,2.5,1.5,2023-05-27,1137,Aqua,MODIS,62,61.03,295.1,22.2,D,2
52.1613,10.3928,307.5,2.5,1.5,2023-05-27,1137,Aqua,MODIS,51,61.03,295.1,17.3,D,2
51.4869,6.7312,318,1.9,1.3,2023-05-27,1314,Aqua,MODIS,0,61.03,305,18.6,D,2
52.1529,10.4117,309.9,2.9,1.6,2023-05-27,1314,Aqua,MODIS,53,61.03,297.9,26.8,D,2
52.1531,10.4076,310.8,2.9,1.6,2023-05-27,1314,Aqua,MODIS,59,61.03,298.1,30.3,D,2
52.1527,10.4006,301.7,2.8,1.6,2023-05-27,1952,Terra,MODIS,43,61.03,285.1,32.3,N,2
51.4862,6.7041,309.6,1.7,1.3,2023-05-27,2129,Terra,MODIS,78,61.03,287.3,23.9,N,2
51.3638,6.7151,300.7,1.7,1.3,2023-05-27,2129,Terra,MODIS,32,61.03,287.7,13.1,N,2
51.488,6.7284,302.9,1.7,1.3,2023-05-27,2129,Terra,MODIS,52,61.03,288.2,14.7,N,2
52.1615,10.4026,301.6,2.3,1.5,2023-05-28,0107,Aqua,MODIS,43,61.03,281.6,27.3,N,2
52.1526,10.4057,313.5,2.4,1.5,2023-05-28,0922,Terra,MODIS,68,61.03,300.1,26.7,D,2
52.1559,10.419,310.7,3,1.6,2023-05-28,1059,Terra,MODIS,61,61.03,298.8,29.7,D,2
48.7217,11.1698,315.6,1.1,1,2023-05-28,1217,Aqua,MODIS,62,61.03,303.5,8.4,D,0
48.1345,11.6964,314.3,1,1,2023-05-28,1217,Aqua,MODIS,66,61.03,299,6.1,D,2
51.9063,10.8579,312.7,1,1,2023-05-28,1218,Aqua,MODIS,39,61.03,299.7,7.3,D,2
49.3499,6.739,322.6,1.5,1.2,2023-05-28,1218,Aqua,MODIS,75,61.03,309.4,23.2,D,2
54.766,9.1442,314.4,1,1,2023-05-28,1219,Aqua,MODIS,15,61.03,299.2,8.1,D,0
52.1584,10.4043,326.5,1.1,1,2023-05-28,2032,Terra,MODIS,100,61.03,288.9,28.9,N,2
51.4857,6.7289,300.3,1.4,1.2,2023-05-28,2032,Terra,MODIS,24,61.03,289.6,7.7,N,2
51.3644,6.7119,301.8,1.5,1.2,2023-05-28,2032,Terra,MODIS,44,61.03,289.8,9.5,N,2
52.1563,10.4144,308,1,1,2023-05-29,0149,Aqua,MODIS,73,61.03,283.9,11,N,2
51.4828,6.7192,304.6,1.1,1.1,2023-05-29,0149,Aqua,MODIS,51,61.03,284.4,9.3,N,2
51.4301,6.7533,301.6,1.1,1.1,2023-05-29,0149,Aqua,MODIS,42,61.03,283.9,8.2,N,2
52.1584,10.4002,303.8,1,1,2023-05-29,0149,Aqua,MODIS,57,61.03,284.7,8.4,N,2
53.1381,8.6769,304.8,1.1,1,2023-05-29,1002,Terra,MODIS,37,61.03,284.4,7.6,D,2
53.636,12.364,309.3,1,1,2023-05-29,1002,Terra,MODIS,35,61.03,294,6.2,D,0
48.7265,11.1778,314.5,1,1,2023-05-29,1003,Terra,MODIS,65,61.03,301.8,8,D,2
51.3689,6.7106,304.2,1.2,1.1,2023-05-29,1003,Terra,MODIS,45,61.03,277.5,7.1,D,2
51.4822,6.7192,308.4,1.2,1.1,2023-05-29,1003,Terra,MODIS,0,61.03,277.3,8.3,D,2
51.4337,7.3365,303.2,1.1,1.1,2023-05-29,1003,Terra,MODIS,42,61.03,282.1,6.1,D,2
49.3582,6.7506,319.2,1.1,1.1,2023-05-29,1003,Terra,MODIS,38,61.03,306.5,11.3,D,2
48.0881,9.8078,313.4,1,1,2023-05-29,1004,Terra,MODIS,54,61.03,299.1,6.4,D,2
48.1367,11.7063,311.7,1.1,1,2023-05-29,1004,Terra,MODIS,58,61.03,298,4.9,D,2
52.1496,10.403,308,1.9,1.4,2023-05-29,1300,Aqua,MODIS,60,61.03,288.6,15.3,D,2
52.1543,10.3948,308,1.9,1.4,2023-05-29,1300,Aqua,MODIS,46,61.03,287.8,14.1,D,2
49.3511,6.744,301.5,1.1,1,2023-05-29,2112,Terra,MODIS,42,61.03,287.9,6.2,N,2
52.1561,10.405,306.7,3.9,1.8,2023-05-30,0905,Terra,MODIS,61,61.03,290.3,41.9,D,2
54.1331,12.3061,302.5,2,1.4,2023-05-30,1043,Terra,MODIS,37,61.03,291.7,10.6,D,0
52.1485,10.4152,309.6,1.9,1.4,2023-05-30,1043,Terra,MODIS,60,61.03,291.2,15.3,D,2
51.4942,6.743,318,1.4,1.2,2023-05-30,1044,Terra,MODIS,67,61.03,299.4,17.4,D,2
51.4822,6.7093,318.1,1.4,1.2,2023-05-30,1044,Terra,MODIS,0,61.03,297.8,18.1,D,2
51.3655,6.7062,308.1,1.4,1.2,2023-05-30,1044,Terra,MODIS,50,61.03,294.2,7.9,D,2
53.3801,12.2697,314.1,1.1,1,2023-05-30,1204,Aqua,MODIS,50,61.03,296,9.4,D,0
51.9118,12.7602,315.8,1.1,1,2023-05-30,1204,Aqua,MODIS,70,61.03,299.4,10.3,D,0
52.1563,10.4036,321,1.3,1.1,2023-05-30,1204,Aqua,MODIS,77,61.03,302,18.3,D,2
51.4847,6.7425,315.9,1.8,1.3,2023-05-30,1204,Aqua,MODIS,0,61.03,295.8,23.2,D,2
51.4897,6.7352,320.5,1.8,1.3,2023-05-30,1204,Aqua,MODIS,0,61.03,297.6,31.7,D,2
53.6306,12.3531,322.7,1.1,1,2023-05-30,1204,Aqua,MODIS,73,61.03,296.2,16.5,D,0
53.6458,11.3996,318.9,1.1,1,2023-05-30,1204,Aqua,MODIS,0,61.03,295.3,13.3,D,2
54.0711,12.2251,309.6,1,1,2023-05-30,1205,Aqua,MODIS,49,61.03,298.5,5.4,D,0
53.1025,14.219,303.6,1.1,1,2023-05-30,2016,Terra,MODIS,56,61.03,284.1,8.7,N,2
53.1049,14.2342,303.3,1.1,1,2023-05-30,2016,Terra,MODIS,55,61.03,283.6,8.5,N,2
52.1612,10.4057,301.6,1.5,1.2,2023-05-30,2016,Terra,MODIS,43,61.03,286.8,10.9,N,2
52.1558,10.3981,302.1,1.1,1.1,2023-05-31,0135,Aqua,MODIS,47,61.03,283.5,9.5,N,2
51.3679,6.7275,302.7,1.6,1.2,2023-05-31,0135,Aqua,MODIS,51,61.03,283.8,14.7,N,2
51.3699,6.7054,309.8,1.6,1.2,2023-05-31,0135,Aqua,MODIS,78,61.03,284.6,23.3,N,2
51.4833,6.7198,303.4,1.6,1.2,2023-05-31,0135,Aqua,MODIS,46,61.03,284.5,14.2,N,2
52.1539,10.4146,305,1.1,1.1,2023-05-31,0135,Aqua,MODIS,62,61.03,283,11.5,N,2
51.5408,12.6982,309.8,1.1,1,2023-05-31,0946,Terra,MODIS,25,61.03,295,5.2,D,0
52.1581,10.4206,318.8,1.3,1.1,2023-05-31,0946,Terra,MODIS,45,61.03,303.9,13.7,D,2
51.4919,6.7476,318.6,1.8,1.3,2023-05-31,0947,Terra,MODIS,61,61.03,303.2,20.4,D,2
51.368,6.7185,314.8,1.8,1.3,2023-05-31,0947,Terra,MODIS,59,61.03,301.9,17,D,2
53.1361,8.6926,307.5,1.2,1.1,2023-05-31,1246,Aqua,MODIS,13,61.03,287.4,6.9,D,2
51.3674,6.7071,328.4,1,1,2023-05-31,1246,Aqua,MODIS,58,61.03,303.3,18.8,D,2
52.154,10.408,314.5,1.3,1.1,2023-05-31,1246,Aqua,MODIS,65,61.03,289.2,15.3,D,2
49.2426,6.8479,302.5,1,1,2023-05-31,2056,Terra,MODIS,50,61.03,289.6,6.2,N,2
51.4832,6.6979,305.7,1,1,2023-05-31,2057,Terra,MODIS,56,61.03,289.4,7.1,N,2
51.4852,6.7119,316.7,1,1,2023-05-31,2057,Terra,MODIS,94,61.03,291.2,15,N,2
51.4893,6.7399,304.5,1,1,2023-05-31,2057,Terra,MODIS,60,61.03,290.9,6.2,N,2
51.3635,6.7048,310.6,1,1,2023-05-31,2057,Terra,MODIS,81,61.03,290.5,11.4,N,2
52.1602,10.4037,310.6,1.1,1.1,2023-05-31,2057,Terra,MODIS,81,61.03,289,14,N,2
52.1508,10.4065,305.9,1.1,1.1,2023-05-31,2057,Terra,MODIS,66,61.03,289.3,10.4,N,2
52.2091,8.0498,301.3,1,1,2023-05-31,2057,Terra,MODIS,40,61.03,286.5,6.5,N,2
51.4883,6.72,305,1.1,1.1,2023-06-01,0217,Aqua,MODIS,63,61.03,285.6,9.7,N,2
51.3656,6.709,301.9,1.1,1.1,2023-06-01,0217,Aqua,MODIS,45,61.03,285.4,8.5,N,2
52.069,13.0206,320.9,1.7,1.3,2023-06-01,1027,Terra,MODIS,73,61.03,299.2,29.1,D,0
51.4872,7.3199,315.5,1.1,1,2023-06-01,1027,Terra,MODIS,72,61.03,297.1,10.8,D,2
51.4828,6.7205,330.8,1,1,2023-06-01,1027,Terra,MODIS,0,61.03,302.5,23,D,2
51.4605,6.742,315.1,1,1,2023-06-01,1027,Terra,MODIS,0,61.03,302,6.8,D,2
52.6302,12.1386,312.6,1.5,1.2,2023-06-01,1027,Terra,MODIS,57,61.03,298,14.3,D,0
52.6345,12.1183,313.7,1.5,1.2,2023-06-01,1027,Terra,MODIS,67,61.03,299.2,16.5,D,0
51.3625,6.7103,324.5,1,1,2023-06-01,1027,Terra,MODIS,76,61.03,301.2,18.5,D,2
49.3554,6.7499,321.6,1.1,1,2023-06-01,1028,Terra,MODIS,47,61.03,306.8,12.4,D,2
49.2435,6.8539,319.2,1.1,1,2023-06-01,1028,Terra,MODIS,55,61.03,299.2,11.9,D,2
48.944,8.3779,315.1,1.3,1.1,2023-06-01,1028,Terra,MODIS,57,61.03,300.1,12,D,2
52.0642,13.0263,341.3,1.4,1.2,2023-06-01,1150,Aqua,MODIS,92,61.03,305.3,59.1,D,0
52.0605,13.0076,325.9,1.4,1.2,2023-06-01,1150,Aqua,MODIS,74,61.03,302.2,26.7,D,0
52.0698,13.0185,341.3,1.4,1.2,2023-06-01,1150,Aqua,MODIS,92,61.03,302.1,59,D,0
53.0899,14.2354,308.9,1.2,1.1,2023-06-01,1150,Aqua,MODIS,13,61.03,294.1,6.6,D,2
52.0738,13.0195,308.9,1.7,1.3,2023-06-01,2000,Terra,MODIS,76,61.03,285.3,23.9,N,0
52.072,13.0144,311.2,1.7,1.3,2023-06-01,2000,Terra,MODIS,82,61.03,285.5,26.1,N,0
48.7587,11.7104,322.8,1.5,1.2,2023-06-02,0931,Terra,MODIS,80,61.03,289.4,33.6,D,2
48.756,11.7029,316.4,1.5,1.2,2023-06-02,0931,Terra,MODIS,60,61.03,289,21,D,2
47.7565,8.8644,318.8,1,1,2023-06-02,1231,Aqua,MODIS,50,61.03,306.3,10,D,2
51.3611,6.7058,335.6,1,1,2023-06-02,1232,Aqua,MODIS,83,61.03,299.6,34.6,D,2
50.6328,6.9529,312,1,1,2023-06-02,1232,Aqua,MODIS,57,61.03,299.8,7.5,D,2
51.1476,6.7674,311.9,1,1,2023-06-02,1232,Aqua,MODIS,47,61.03,298.8,6,D,2
48.7561,11.7045,300.1,1,1,2023-06-02,2039,Terra,MODIS,16,61.03,287.6,5.1,N,2
51.4974,6.736,302.4,1.2,1.1,2023-06-02,2040,Terra,MODIS,32,61.03,287.4,8.1,N,2
52.1585,10.407,329,1,1,2023-06-02,2040,Terra,MODIS,100,61.03,285.4,30.8,N,2
52.1564,10.3928,311.4,1,1,2023-06-02,2040,Terra,MODIS,83,61.03,285.6,13.4,N,2
52.0754,13.0193,338.6,1,1,2023-06-02,2040,Terra,MODIS,100,61.03,284,47.2,N,0
52.0735,13.0044,331.6,1,1,2023-06-02,2040,Terra,MODIS,100,61.03,284.2,36.2,N,0
51.485,6.7238,302.6,1.2,1.1,2023-06-02,2040,Terra,MODIS,36,61.03,287.6,8.1,N,2
51.368,6.7136,300.5,1.2,1.1,2023-06-02,2040,Terra,MODIS,29,61.03,288,7.9,N,2
52.1552,10.4066,308.1,1.1,1,2023-06-03,0203,Aqua,MODIS,73,61.03,280.6,14.3,N,2
51.3709,6.7095,303.2,1,1,2023-06-03,0203,Aqua,MODIS,54,61.03,286.3,8.1,N,2
51.4816,6.7192,312.4,1,1,2023-06-03,0203,Aqua,MODIS,48,61.03,284.6,12,N,2
52.0656,13.0233,329.7,1.2,1.1,2023-06-03,1010,Terra,MODIS,73,61.03,301.8,26.4,D,0
52.0685,13.0071,386.1,1.2,1.1,2023-06-03,1010,Terra,MODIS,100,61.03,306.6,214.5,D,0
52.6527,13.3308,304.2,1.2,1.1,2023-06-03,1010,Terra,MODIS,24,61.03,290,4.8,D,2
51.0068,13.6831,307.5,1.3,1.1,2023-06-03,1011,Terra,MODIS,33,61.03,296.4,5.6,D,2
51.4606,11.0087,309.8,1,1,2023-06-03,1011,Terra,MODIS,47,61.03,298.1,5.8,D,0
51.4582,11.0232,308.8,1,1,2023-06-03,1011,Terra,MODIS,41,61.03,298.3,5.2,D,0
50.9923,11.3331,311.1,1.1,1,2023-06-03,1011,Terra,MODIS,47,61.03,298.8,7.3,D,2
51.3686,6.7199,317.1,1.1,1,2023-06-03,1011,Terra,MODIS,51,61.03,302.9,9.5,D,2
52.1772,11.6715,325.1,1.1,1,2023-06-03,1011,Terra,MODIS,0,61.03,300.4,19.8,D,2
51.028,8.6774,309.5,1,1,2023-06-03,1011,Terra,MODIS,63,61.03,297.4,6.7,D,2
48.7265,11.1789,317.6,1.1,1.1,2023-06-03,1011,Terra,MODIS,73,61.03,299.6,13.2,D,2
49.357,6.7542,318,1,1,2023-06-03,1011,Terra,MODIS,39,61.03,305.1,9.3,D,2
50.9027,9.9914,306.3,1,1,2023-06-03,1011,Terra,MODIS,39,61.03,295.8,5.2,D,0
52.1579,10.4003,321,1,1,2023-06-03,1011,Terra,MODIS,72,61.03,303.3,13,D,2
52.1557,10.4146,328.4,1,1,2023-06-03,1011,Terra,MODIS,84,61.03,304.3,21.4,D,2
48.0419,11.514,307,1.2,1.1,2023-06-03,1012,Terra,MODIS,47,61.03,294,7.1,D,2
48.3954,10.0386,317.3,1.1,1,2023-06-03,1012,Terra,MODIS,62,61.03,301.9,9.7,D,2
52.0672,13.0035,360,1.9,1.4,2023-06-03,1136,Aqua,MODIS,100,61.03,299.9,217.5,D,0
52.0641,13.0095,360.7,1.9,1.4,2023-06-03,1136,Aqua,MODIS,100,61.03,302.4,220.6,D,0
52.0579,12.9832,326.3,2,1.4,2023-06-03,1136,Aqua,MODIS,81,61.03,297.3,53.7,D,0
52.0609,12.9772,315.1,2,1.4,2023-06-03,1136,Aqua,MODIS,58,61.03,295.7,25.9,D,0
52.0674,12.985,350.9,3.8,1.8,2023-06-03,1314,Aqua,MODIS,96,61.03,294.1,421.3,D,0
52.0589,12.9763,346.1,3.8,1.8,2023-06-03,1314,Aqua,MODIS,94,61.03,294.1,355.3,D,0
52.0599,13.0324,327.5,3.8,1.8,2023-06-03,1314,Aqua,MODIS,84,61.03,298.4,159,D,0
52.062,12.9968,304.3,2.6,1.6,2023-06-03,1943,Terra,MODIS,60,61.03,283.8,36.4,N,0
49.2447,6.8453,302.6,1.3,1.1,2023-06-03,2120,Terra,MODIS,50,61.03,288.4,9.6,N,2
51.4821,6.7203,303.2,1.4,1.2,2023-06-03,2121,Terra,MODIS,42,61.03,287.9,10.4,N,2
52.1522,10.397,302.6,2.1,1.4,2023-06-03,2121,Terra,MODIS,50,61.03,284,24.7,N,2
51.4942,6.7375,301,1.4,1.2,2023-06-03,2121,Terra,MODIS,32,61.03,287.7,8.9,N,2
52.1588,10.4203,303.9,2.3,1.5,2023-06-04,0107,Aqua,MODIS,58,61.03,280.4,32.7,N,2
51.4857,6.734,300.3,2.2,1.4,2023-06-04,0245,Aqua,MODIS,24,61.03,283.2,21.2,N,2
51.4856,6.7293,302,2.2,1.4,2023-06-04,0245,Aqua,MODIS,41,61.03,283.4,22,N,2
52.1566,10.4146,312.1,3.1,1.7,2023-06-04,0913,Terra,MODIS,64,61.03,297.4,37.9,D,2
52.0615,13.0185,317.6,2.3,1.5,2023-06-04,0913,Terra,MODIS,72,61.03,297.8,38,D,0
52.1595,10.4231,311.5,2.4,1.5,2023-06-04,1051,Terra,MODIS,53,61.03,298.4,22.8,D,2
53.1349,8.6822,314.6,1.9,1.3,2023-06-04,1051,Terra,MODIS,0,61.03,300.3,22.6,D,2
52.156,10.4258,311.7,2.4,1.5,2023-06-04,1051,Terra,MODIS,44,61.03,298.2,22.7,D,2
52.05,13.0226,310.4,3.2,1.7,2023-06-04,1051,Terra,MODIS,47,61.03,294.4,33.9,D,0
51.3678,6.7068,310.6,1.7,1.3,2023-06-04,1052,Terra,MODIS,39,61.03,299.5,10.4,D,2
51.4837,6.7273,316.5,1.7,1.3,2023-06-04,1052,Terra,MODIS,0,61.03,302.5,14.7,D,2
50.8921,6.0784,313.2,1.7,1.3,2023-06-04,1052,Terra,MODIS,66,61.03,298.4,13.8,D,2
52.1528,10.4001,328.9,1,1,2023-06-04,1218,Aqua,MODIS,83,61.03,310,20,D,2
52.0597,13.0154,346.5,1,1,2023-06-04,1218,Aqua,MODIS,94,61.03,303.4,47.1,D,0
52.0577,13.0009,341.9,1,1,2023-06-04,1218,Aqua,MODIS,91,61.03,304.7,39.8,D,0
51.4819,6.7276,327.8,1.3,1.1,2023-06-04,1218,Aqua,MODIS,61,61.03,306.3,26.7,D,2
52.1552,10.4147,323,1,1,2023-06-04,1218,Aqua,MODIS,56,61.03,309.2,13.1,D,2
51.3668,6.7073,301.5,1.8,1.3,2023-06-04,2024,Terra,MODIS,42,61.03,289.6,11.6,N,2
51.4892,6.7115,301.8,1.8,1.3,2023-06-04,2024,Terra,MODIS,44,61.03,288.9,13.5,N,2
51.4822,6.7221,313.3,1.8,1.3,2023-06-04,2024,Terra,MODIS,87,61.03,290.2,28.8,N,2
52.1564,10.3928,310.1,1.2,1.1,2023-06-04,2024,Terra,MODIS,79,61.03,287.6,15.8,N,2
52.1595,10.4097,314.3,1.2,1.1,2023-06-04,2024,Terra,MODIS,89,61.03,287.9,20.2,N,2
53.1373,8.6913,303,1.1,1,2023-06-05,0148,Aqua,MODIS,52,61.03,282.8,9.7,N,2
51.3677,6.7101,303.6,1.1,1.1,2023-06-05,0149,Aqua,MODIS,56,61.03,286.3,9.7,N,2
52.1582,10.4117,309.2,1,1,2023-06-05,0149,Aqua,MODIS,77,61.03,284.1,12.4,N,2
51.4873,6.7185,309.8,1.1,1.1,2023-06-05,0149,Aqua,MODIS,78,61.03,286.3,13.5,N,2
51.6609,14.6281,315.8,1,1,2023-06-05,0954,Terra,MODIS,52,61.03,302.2,9.4,D,2
52.1587,10.4088,329.3,1.1,1,2023-06-05,0954,Terra,MODIS,81,61.03,306.8,22.7,D,2
52.1496,10.406,319.7,1.1,1,2023-06-05,0954,Terra,MODIS,49,61.03,303.7,10.9,D,2
51.4799,6.716,317.8,1.4,1.2,2023-06-05,0954,Terra,MODIS,0,61.03,301.7,12.7,D,2
52.3107,13.6898,313.4,1,1,2023-06-05,0954,Terra,MODIS,31,61.03,300.7,5.9,D,0
52.0658,13.0032,322.7,1,1,2023-06-05,0954,Terra,MODIS,64,61.03,306.8,13.3,D,0
52.0678,12.9891,321.3,1,1,2023-06-05,0954,Terra,MODIS,48,61.03,305.8,11.6,D,0
52.3128,13.6756,314.1,1,1,2023-06-05,0954,Terra,MODIS,40,61.03,301.4,6.2,D,2
49.3589,6.7518,320.2,1.4,1.2,2023-06-05,0955,Terra,MODIS,54,61.03,306.2,15.6,D,2
51.3619,6.7186,320.3,1.4,1.2,2023-06-05,0955,Terra,MODIS,62,61.03,303.1,21.7,D,2
51.3638,6.6982,313.2,1.4,1.2,2023-06-05,0955,Terra,MODIS,0,61.03,299.3,9.5,D,2
51.3682,6.7062,321.6,1.4,1.2,2023-06-05,0955,Terra,MODIS,0,61.03,300.9,20.3,D,2
51.5144,6.9736,316.2,1.3,1.1,2023-06-05,1300,Aqua,MODIS,58,61.03,303.6,7.5,D,2
51.3659,6.7066,327.9,1.3,1.1,2023-06-05,1300,Aqua,MODIS,70,61.03,304.5,25.3,D,2
49.3568,6.7469,302.6,1,1,2023-06-05,2104,Terra,MODIS,50,61.03,289.9,6,N,2
53.9957,12.3228,331.1,1.7,1.3,2023-06-06,1034,Terra,MODIS,85,61.03,298.1,56.3,D,0
51.1547,6.7709,316.7,1.2,1.1,2023-06-06,1035,Terra,MODIS,0,61.03,303.1,10.1,D,2
52.8328,7.1337,312.2,1.1,1.1,2023-06-06,1035,Terra,MODIS,55,61.03,298.9,5.1,D,0
51.3659,6.7062,317.3,1.2,1.1,2023-06-06,1035,Terra,MODIS,57,61.03,301.5,11.2,D,2
49.5066,6.7493,308.9,1.3,1.1,2023-06-06,1036,Terra,MODIS,27,61.03,296.6,7.4,D,2
53.9899,12.3147,365.6,1.1,1,2023-06-06,1204,Aqua,MODIS,100,61.03,303,104.3,D,0
52.1759,14.6335,318.4,1,1,2023-06-07,0134,Aqua,MODIS,97,61.03,284.2,18.9,N,2
49.2471,6.8522,313.8,2.1,1.4,2023-06-07,0939,Terra,MODIS,61,61.03,299.2,23.3,D,2
49.3476,6.7348,322.3,1,1,2023-06-07,1245,Aqua,MODIS,43,61.03,305.5,11.2,D,2
51.0656,6.8337,307.7,1,1,2023-06-07,1245,Aqua,MODIS,19,61.03,285.7,7.9,D,2
49.2437,6.8526,300.4,1.1,1.1,2023-06-07,2048,Terra,MODIS,27,61.03,288.6,5.4,N,2
54.4368,9.4932,322.3,1,1,2023-06-08,1018,Terra,MODIS,78,61.03,306.4,11.7,D,0
54.4392,9.4782,330.2,1,1,2023-06-08,1018,Terra,MODIS,84,61.03,306.6,20.7,D,0
51.4821,6.71,321.5,1,1,2023-06-08,1019,Terra,MODIS,0,61.03,300.8,10.8,D,2
50.3297,10.2261,311,1.2,1.1,2023-06-08,1019,Terra,MODIS,25,61.03,296.4,7.1,D,2
50.0164,6.3613,314.9,1,1,2023-06-08,1019,Terra,MODIS,68,61.03,295.9,9.9,D,0
49.4386,7.6894,321.6,1,1,2023-06-08,1019,Terra,MODIS,56,61.03,304.5,13.5,D,2
47.7587,8.8646,317.5,1.2,1.1,2023-06-08,1020,Terra,MODIS,57,61.03,303.3,11.7,D,2
48.695,8.9943,321.8,1.1,1.1,2023-06-08,1020,Terra,MODIS,77,61.03,303,13.3,D,2
53.3126,13.8738,318.8,1.2,1.1,2023-06-08,1150,Aqua,MODIS,37,61.03,304.1,10.8,D,2
53.9936,12.3114,312.7,1.3,1.1,2023-06-08,1150,Aqua,MODIS,61,61.03,301.2,10.2,D,0
51.4855,6.715,307.8,1.7,1.3,2023-06-08,2129,Terra,MODIS,73,61.03,290.7,17.5,N,2
51.3684,6.7081,315.8,2.1,1.4,2023-06-09,1059,Terra,MODIS,49,61.03,300,19.1,D,2
50.6361,6.9586,316.5,1.1,1,2023-06-09,1231,Aqua,MODIS,55,61.03,302.4,7.6,D,2
52.0677,13.0422,329.9,1.2,1.1,2023-06-09,1231,Aqua,MODIS,72,61.03,313.6,21.7,D,0
51.3642,6.7091,334.8,1.1,1,2023-06-09,1231,Aqua,MODIS,74,61.03,307.7,27.2,D,2
49.3535,6.7475,324.9,1.1,1.1,2023-06-09,1231,Aqua,MODIS,68,61.03,310.2,15.4,D,2
47.8209,11.1956,300.6,1.2,1.1,2023-06-09,2031,Terra,MODIS,31,61.03,285.4,7.3,N,0
52.1542,10.4039,317.9,1.1,1,2023-06-09,2032,Terra,MODIS,96,61.03,291.4,18.2,N,2
51.4873,6.7081,308.2,1.5,1.2,2023-06-09,2032,Terra,MODIS,41,61.03,291.3,17.1,N,2
52.1574,10.4009,306.4,1.1,1,2023-06-10,0202,Aqua,MODIS,68,61.03,286.9,10.8,N,2
52.1547,10.4163,304.8,1.1,1,2023-06-10,0202,Aqua,MODIS,61,61.03,285.4,9.6,N,2
51.4891,6.7064,310.3,1,1,2023-06-10,0203,Aqua,MODIS,12,61.03,290.6,9.1,N,2
51.4654,6.742,303.1,1,1,2023-06-10,0203,Aqua,MODIS,53,61.03,290,5.5,N,2
51.3665,6.7147,310.1,1,1,2023-06-10,0203,Aqua,MODIS,79,61.03,291,10.8,N,2
51.4938,6.7377,303.7,1,1,2023-06-10,0203,Aqua,MODIS,32,61.03,290.8,5.4,N,2
51.4871,6.7204,314.9,1,1,2023-06-10,0203,Aqua,MODIS,52,61.03,291.4,12,N,2
52.1594,10.4152,324.5,1,1,2023-06-10,1002,Terra,MODIS,13,61.03,304.8,13.6,D,2
52.1526,10.3978,324.6,1,1,2023-06-10,1002,Terra,MODIS,56,61.03,302.8,13.6,D,2
52.1506,10.4121,324,1,1,2023-06-10,1002,Terra,MODIS,54,61.03,302.9,13.3,D,2
51.2607,11.7262,313.9,1,1,2023-06-10,1002,Terra,MODIS,37,61.03,300.1,8,D,0
51.4818,6.7103,324.9,1.2,1.1,2023-06-10,1002,Terra,MODIS,0,61.03,306.6,13.2,D,2
51.3704,6.709,318.2,1.2,1.1,2023-06-10,1002,Terra,MODIS,0,61.03,303.6,7.9,D,2
49.3472,6.7399,323.1,1.1,1.1,2023-06-10,1003,Terra,MODIS,56,61.03,305.6,13,D,2
50.0232,8.8045,317.6,1,1,2023-06-10,1003,Terra,MODIS,36,61.03,304.9,8.9,D,2
48.0848,9.8059,318.2,1,1,2023-06-10,1003,Terra,MODIS,57,61.03,299.5,8.6,D,2
48.1337,11.6988,313.4,1.1,1,2023-06-10,1003,Terra,MODIS,60,61.03,293.8,7,D,2
52.1451,10.4047,314.2,2.6,1.5,2023-06-10,1136,Aqua,MODIS,34,61.03,299.2,28.2,D,2
52.1533,10.3952,317.9,2.8,1.6,2023-06-10,1313,Aqua,MODIS,63,61.03,300.1,37,D,2
52.1553,10.3906,314.9,2.8,1.6,2023-06-10,1313,Aqua,MODIS,60,61.03,299.7,28.2,D,2
51.4865,6.7318,322.1,1.8,1.3,2023-06-10,1313,Aqua,MODIS,57,61.03,306.7,19.9,D,2
51.4952,6.7341,306.2,1.2,1.1,2023-06-10,2113,Terra,MODIS,52,61.03,293.9,6.6,N,2
52.1508,10.4066,301.5,1.7,1.3,2023-06-10,2113,Terra,MODIS,42,61.03,287.4,11.9,N,2
53.1365,8.6876,301.4,1.4,1.2,2023-06-10,2113,Terra,MODIS,41,61.03,291.3,8.2,N,2
51.484,6.7205,308.4,1.2,1.1,2023-06-10,2113,Terra,MODIS,56,61.03,294,8,N,2
51.3661,6.6991,314.5,1.2,1.1,2023-06-10,2113,Terra,MODIS,89,61.03,293.2,14.9,N,2
51.3679,6.7153,310.8,1.2,1.1,2023-06-10,2113,Terra,MODIS,81,61.03,293.7,11.5,N,2
52.1541,10.4202,317.5,1.9,1.4,2023-06-11,1043,Terra,MODIS,64,61.03,304,24.6,D,2
51.3696,6.709,319.7,1.4,1.2,2023-06-11,1043,Terra,MODIS,48,61.03,301.6,14.5,D,2
49.7085,9.2362,307.5,2,1.4,2023-06-11,1043,Terra,MODIS,33,61.03,294.7,10.9,D,2
48.0188,11.7178,308.3,1.1,1,2023-06-11,1216,Aqua,MODIS,19,61.03,296.4,5.1,D,2
