latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
49.2474,6.8438,300.9,1.1,1,2023-01-03,2115,Terra,MODIS,34,61.03,270.8,9.9,N,2
52.1562,10.3998,310.7,1.5,1.2,2023-01-03,2116,Terra,MODIS,81,61.03,276.5,27.6,N,2
51.3604,6.7003,300.6,1.2,1.1,2023-01-07,1250,Aqua,MODIS,35,61.03,271.4,8.6,D,2
53.5187,9.9033,302.1,1.3,1.1,2023-01-08,1155,Aqua,MODIS,0,61.03,280.8,12.2,D,2
51.3706,6.7088,304.6,1.1,1,2023-01-10,0208,Aqua,MODIS,61,61.03,278,12,N,2
51.3653,6.7058,320.2,1.1,1,2023-01-11,1223,Aqua,MODIS,60,61.03,283.8,23.7,D,2
51.4822,6.7363,300.9,2,1.4,2023-01-13,0237,Aqua,MODIS,35,61.03,279,22.5,N,2
51.4839,6.727,303.2,1,1,2023-01-13,1024,Terra,MODIS,0,61.03,279.5,7.8,D,2
51.3662,6.7073,300.3,1,1,2023-01-13,1024,Terra,MODIS,30,61.03,280.7,7.1,D,2
51.486,6.713,306.7,1,1,2023-01-13,1024,Terra,MODIS,0,61.03,280.1,10.4,D,2
51.3701,6.7136,317.8,1.2,1.1,2023-01-14,0142,Aqua,MODIS,96,61.03,269.5,26.9,N,2
51.3702,6.7088,302.3,1.2,1.1,2023-01-15,1008,Terra,MODIS,0,61.03,278.6,11.4,D,2
51.3684,6.7094,305,1,1,2023-01-17,2102,Terra,MODIS,62,61.03,272.4,12.1,N,2
51.488,6.7029,301.6,1,1,2023-01-17,2102,Terra,MODIS,24,61.03,273.1,9,N,2
52.1531,10.4015,301.9,1.2,1.1,2023-01-17,2102,Terra,MODIS,45,61.03,269,12.5,N,2
51.4914,6.7336,301.1,1,1,2023-01-18,1226,Aqua,MODIS,38,61.03,277.4,8.7,D,2
53.1175,8.6943,301.4,1,1,2023-01-18,1227,Aqua,MODIS,35,61.03,275,9,D,2
51.4913,6.7412,313,1.2,1.1,2023-01-19,2046,Terra,MODIS,86,61.03,272.8,21.3,N,2
51.4883,6.7249,303.6,1.2,1.1,2023-01-19,2046,Terra,MODIS,56,61.03,273.1,13.7,N,2
52.1579,10.4103,300.6,1,1,2023-01-20,1017,Terra,MODIS,39,61.03,273.7,8.7,D,2
51.4862,6.7073,301.5,1.1,1.1,2023-01-21,0145,Aqua,MODIS,40,61.03,271.7,11,N,2
51.4843,6.7234,303.8,1.1,1.1,2023-01-21,0145,Aqua,MODIS,55,61.03,271.4,12.3,N,2
51.4838,6.7015,305.9,1.1,1.1,2023-01-31,2049,Terra,MODIS,66,61.03,276.4,13.8,N,2
53.1367,8.6862,305.5,1,1,2023-02-04,0149,Aqua,MODIS,65,61.03,273.9,12.1,N,2
51.3639,6.7056,304.4,1.4,1.2,2023-02-04,1301,Aqua,MODIS,0,61.03,282.3,15.3,D,2
52.1561,14.6446,319.6,1.1,1.1,2023-02-04,2017,Terra,MODIS,99,61.03,269.4,27.1,N,2
51.3691,6.7016,305.9,1,1,2023-02-05,2058,Terra,MODIS,66,61.03,277.1,11.6,N,2
51.4846,6.725,325.6,1,1,2023-02-05,2058,Terra,MODIS,100,61.03,276.3,28.6,N,2
51.4824,6.7109,329.6,1,1,2023-02-05,2058,Terra,MODIS,100,61.03,276.7,32.9,N,2
51.4948,6.7473,312.5,1.4,1.2,2023-02-06,0136,Aqua,MODIS,58,61.03,273.1,23.9,N,2
51.3676,6.7122,308.2,1.3,1.1,2023-02-07,2042,Terra,MODIS,74,61.03,274.1,20.4,N,2
51.3643,6.6945,303.1,1.3,1.1,2023-02-07,2042,Terra,MODIS,53,61.03,271.7,15.8,N,2
52.1502,10.3984,301.8,1,1,2023-02-07,2042,Terra,MODIS,42,61.03,270.1,9.8,N,2
52.1737,14.6211,302.5,1.2,1.1,2023-02-08,1012,Terra,MODIS,52,61.03,272.8,13,D,2
52.1705,14.6381,306,1.2,1.1,2023-02-08,1012,Terra,MODIS,63,61.03,272.2,15.6,D,2
52.1532,10.3997,308.6,1,1,2023-02-08,1012,Terra,MODIS,67,61.03,275.2,13.1,D,2
51.4809,6.7227,316,1.1,1,2023-02-08,1013,Terra,MODIS,46,61.03,276.8,18.2,D,2
48.3709,11.5403,312.9,1.1,1.1,2023-02-08,1013,Terra,MODIS,69,61.03,271.3,20,D,0
51.4873,6.7383,301.7,1,1,2023-02-08,1234,Aqua,MODIS,32,61.03,281.8,6.6,D,2
51.4872,6.7206,304.5,1,1,2023-02-09,0205,Aqua,MODIS,60,61.03,271.8,12,N,2
52.1551,10.408,302.4,1.2,1.1,2023-02-09,0205,Aqua,MODIS,39,61.03,268.9,14.1,N,2
51.3663,6.7108,306.9,1,1,2023-02-09,0205,Aqua,MODIS,70,61.03,271,13.9,N,2
49.2496,6.86,300.6,1.1,1,2023-02-09,0206,Aqua,MODIS,30,61.03,268.1,11.2,N,2
51.3645,6.7104,306.5,1.5,1.2,2023-02-10,0957,Terra,MODIS,45,61.03,274.7,21.1,D,2
51.3602,6.7124,305.8,1.2,1.1,2023-02-10,1221,Aqua,MODIS,55,61.03,278.1,12.1,D,2
51.369,6.7026,312.3,1,1,2023-02-13,1022,Terra,MODIS,55,61.03,283.3,13.5,D,2
51.478,6.7183,315.4,1,1,2023-02-13,1022,Terra,MODIS,0,61.03,283.4,12.8,D,2
51.367,6.7167,316.2,1,1,2023-02-13,1022,Terra,MODIS,66,61.03,285,16.8,D,2
49.3529,6.7511,303,1,1,2023-02-13,1022,Terra,MODIS,54,61.03,282.1,7.9,D,2
49.3518,6.7462,304.1,1.1,1,2023-02-13,1249,Aqua,MODIS,58,61.03,287.5,7.7,D,2
51.3608,6.7018,302.6,1.1,1.1,2023-02-13,1249,Aqua,MODIS,50,61.03,288,7.3,D,2
51.4899,6.734,303.6,1.1,1.1,2023-02-13,1250,Aqua,MODIS,38,61.03,289.6,6.9,D,2
51.4848,6.7165,313.8,1.6,1.3,2023-02-13,2132,Terra,MODIS,88,61.03,278.6,34.1,N,2
51.486,6.7197,302.8,1.3,1.1,2023-02-14,0221,Aqua,MODIS,46,61.03,277.5,13.4,N,2
51.3698,6.7148,300.3,1.3,1.1,2023-02-14,0221,Aqua,MODIS,24,61.03,277.7,13.2,N,2
52.1482,10.3952,312,1.4,1.2,2023-02-14,1154,Aqua,MODIS,72,61.03,284.4,22.6,D,2
52.1523,10.415,306.9,1.4,1.2,2023-02-14,1154,Aqua,MODIS,64,61.03,283.8,16.8,D,2
51.3634,6.7017,309.5,1.5,1.2,2023-02-14,2035,Terra,MODIS,77,61.03,277.1,26,N,2
52.1555,10.3965,301.6,1.1,1,2023-02-14,2035,Terra,MODIS,42,61.03,275.8,10.4,N,2
51.4928,6.7341,306,1.5,1.2,2023-02-14,2035,Terra,MODIS,66,61.03,277.7,21.3,N,2
51.3659,6.6938,301.2,1.5,1.2,2023-02-14,2035,Terra,MODIS,10,61.03,276.4,13.9,N,2
52.173,10.4068,313.3,1,1,2023-02-15,1005,Terra,MODIS,40,61.03,275.9,13.9,D,2
52.171,10.4213,329,1,1,2023-02-15,1005,Terra,MODIS,85,61.03,276.1,29.9,D,2
52.1553,10.4006,311.3,1,1,2023-02-15,1005,Terra,MODIS,54,61.03,280.4,12.8,D,2
49.3522,6.746,302.4,1,1,2023-02-15,1236,Aqua,MODIS,52,61.03,284.9,6.8,D,2
51.3661,6.7105,305.1,1,1,2023-02-15,1236,Aqua,MODIS,46,61.03,282.3,8.3,D,2
51.4925,6.7452,300.8,1,1,2023-02-15,1236,Aqua,MODIS,40,61.03,284.2,5.4,D,2
51.4904,6.7311,300.7,1,1,2023-02-15,1236,Aqua,MODIS,34,61.03,284.5,5.1,D,2
52.1535,10.4017,311.1,1.2,1.1,2023-02-15,1236,Aqua,MODIS,71,61.03,285.1,15.9,D,2
51.4884,6.7129,300.8,1,1,2023-02-16,0208,Aqua,MODIS,26,61.03,275.8,8.7,N,2
51.4859,6.7275,311.8,1,1,2023-02-16,0208,Aqua,MODIS,83,61.03,275.5,15.9,N,2
51.3676,6.7115,307.9,1,1,2023-02-16,0208,Aqua,MODIS,73,61.03,276.3,14,N,2
51.5888,11.5507,304.5,1,1,2023-02-19,1209,Aqua,MODIS,59,61.03,280.7,9.6,D,0
52.4305,10.7916,300.2,1,1,2023-02-19,1209,Aqua,MODIS,30,61.03,281.2,6.9,D,2
52.4281,10.7767,303.2,1,1,2023-02-19,1209,Aqua,MODIS,55,61.03,282.6,8.7,D,2
49.351,6.7438,300.7,1.1,1.1,2023-02-20,1251,Aqua,MODIS,41,61.03,288.5,5.9,D,2
52.1674,14.6191,303.5,1,1,2023-02-21,1156,Aqua,MODIS,53,61.03,275.3,10.2,D,2
52.1698,14.6338,300.9,1,1,2023-02-21,1156,Aqua,MODIS,43,61.03,277,8.5,D,2
52.1726,14.6246,303.8,1,1,2023-02-21,2028,Terra,MODIS,57,61.03,274.9,10.4,N,2
51.3594,6.7034,306.7,1.1,1,2023-02-24,2053,Terra,MODIS,29,61.03,273.3,11.7,N,2
51.3683,6.6996,306.8,1.1,1,2023-02-24,2053,Terra,MODIS,50,61.03,274.2,12.2,N,2
51.3658,6.7144,315.6,1,1,2023-02-25,0156,Aqua,MODIS,91,61.03,273.8,19.5,N,2
49.3553,6.7398,303.6,1,1,2023-02-25,0157,Aqua,MODIS,56,61.03,274.6,10.7,N,2
51.4835,6.727,304.8,1,1,2023-02-25,1023,Terra,MODIS,43,61.03,272.3,11,D,2
52.1487,10.4021,325.9,1.1,1,2023-02-26,1211,Aqua,MODIS,84,61.03,281,29.1,D,2
52.1599,10.4068,300.2,1.1,1,2023-02-26,2037,Terra,MODIS,22,61.03,271.1,9.9,N,2
51.4862,6.7199,305.4,1.2,1.1,2023-02-27,1007,Terra,MODIS,0,61.03,279.7,11.3,D,2
52.1521,10.4,301.4,1,1,2023-02-27,1007,Terra,MODIS,46,61.03,275.6,7.5,D,2
51.3655,6.7151,305,1.2,1.1,2023-02-27,1007,Terra,MODIS,53,61.03,280.1,12.5,D,2
51.3631,6.6948,304.9,1.2,1.1,2023-02-27,1253,Aqua,MODIS,0,61.03,281,11.6,D,2
51.365,6.7119,309.1,1.2,1.1,2023-02-27,1253,Aqua,MODIS,59,61.03,282.1,15.3,D,2
51.4788,6.7261,309.1,1.2,1.1,2023-02-27,1253,Aqua,MODIS,41,61.03,279.7,14.4,D,2
51.3665,6.7072,308.8,1.2,1.1,2023-02-27,2118,Terra,MODIS,76,61.03,274.6,18.2,N,2
51.4871,6.7013,300.5,1.2,1.1,2023-02-27,2118,Terra,MODIS,28,61.03,273.6,11.2,N,2
51.487,6.7226,305.3,1.4,1.2,2023-02-28,1048,Terra,MODIS,0,61.03,277.2,14.8,D,2
52.1496,10.4088,308.5,2,1.4,2023-02-28,1048,Terra,MODIS,67,61.03,280,31.8,D,2
53.925,13.2059,305.9,1,1,2023-02-28,1158,Aqua,MODIS,62,61.03,279.6,10.8,D,0
52.1585,10.4131,301.1,1.3,1.1,2023-02-28,1158,Aqua,MODIS,45,61.03,282.7,10.3,D,2
51.4799,6.7235,300.7,1.7,1.3,2023-03-01,0951,Terra,MODIS,0,61.03,278.9,14.6,D,2
52.1522,10.4084,307.8,1.2,1.1,2023-03-01,0951,Terra,MODIS,66,61.03,279.9,15.6,D,2
49.2443,6.8562,304.1,1,1,2023-03-01,1239,Aqua,MODIS,58,61.03,284.7,7.9,D,2
49.2424,6.8428,315.3,1,1,2023-03-01,1239,Aqua,MODIS,76,61.03,284.5,15.8,D,2
52.1568,10.4081,302.6,1.3,1.1,2023-03-01,1240,Aqua,MODIS,53,61.03,283.9,10.4,D,2
51.3672,6.713,301.4,1,1,2023-03-01,1240,Aqua,MODIS,41,61.03,283.2,6.5,D,2
51.3653,6.6988,306.7,1,1,2023-03-01,1240,Aqua,MODIS,48,61.03,282.5,9.6,D,2
51.513,6.9705,302.6,1,1,2023-03-01,1240,Aqua,MODIS,53,61.03,281.5,7.4,D,2
52.157,10.4054,302.5,1.2,1.1,2023-03-01,2102,Terra,MODIS,50,61.03,272.1,13.3,N,2
51.4883,6.7263,307.7,1.1,1,2023-03-02,0211,Aqua,MODIS,43,61.03,273,13.8,N,2
52.1547,10.409,305.4,1.3,1.1,2023-03-02,1032,Terra,MODIS,54,61.03,277.8,11.7,D,2
51.4797,6.7147,312.8,1.1,1,2023-03-02,1032,Terra,MODIS,0,61.03,281.4,13.8,D,2
51.3677,6.7084,321.4,1.1,1,2023-03-02,1032,Terra,MODIS,70,61.03,282.8,23.7,D,2
48.7908,11.4045,304.7,1,1,2023-03-03,1226,Aqua,MODIS,60,61.03,286.1,6.2,D,2
49.3501,6.7453,301,1.1,1.1,2023-03-03,1226,Aqua,MODIS,44,61.03,288.5,5.7,D,2
52.1587,10.4172,300.3,1.2,1.1,2023-03-08,0131,Aqua,MODIS,25,61.03,268.6,11.7,N,2
51.479,6.7206,326.5,1.1,1.1,2023-03-11,1009,Terra,MODIS,0,61.03,278.2,32.9,D,2
49.2391,6.8482,302.4,1.5,1.2,2023-03-12,1214,Aqua,MODIS,46,61.03,280.5,12.5,D,2
52.1529,10.3989,305,1.9,1.3,2023-03-13,1257,Aqua,MODIS,54,61.03,289.9,17.1,D,2
51.4857,6.7092,310.6,1,1,2023-03-13,2103,Terra,MODIS,79,61.03,282.3,12.5,N,2
52.1523,10.3986,306.3,1.3,1.1,2023-03-15,1243,Aqua,MODIS,58,61.03,282.3,15,D,2
52.1573,10.4026,317.2,1,1,2023-03-15,2047,Terra,MODIS,95,61.03,273.4,20.8,N,2
52.1558,10.4097,302.4,1.5,1.2,2023-03-16,0214,Aqua,MODIS,49,61.03,271.2,19.1,N,2
52.5391,11.6342,301.3,1.1,1,2023-03-16,1017,Terra,MODIS,43,61.03,278.8,8.2,D,0
52.5365,11.6104,301.1,1.1,1,2023-03-16,1017,Terra,MODIS,42,61.03,278.3,8.8,D,0
52.1563,10.3998,303.3,1,1,2023-03-16,1017,Terra,MODIS,56,61.03,282.9,7.8,D,2
50.9636,10.7322,304,1.1,1,2023-03-16,1017,Terra,MODIS,58,61.03,280.1,9.4,D,2
52.1539,10.4145,301.1,1,1,2023-03-16,1017,Terra,MODIS,43,61.03,283.7,6.5,D,2
53.5567,12.575,308.5,1.1,1.1,2023-03-16,1017,Terra,MODIS,56,61.03,280.9,12.5,D,0
53.5505,12.5544,311.6,1.1,1.1,2023-03-16,1017,Terra,MODIS,0,61.03,279.5,15,D,0
52.5418,11.6187,300.9,1.1,1,2023-03-16,1017,Terra,MODIS,41,61.03,279.1,8.2,D,0
49.2732,8.3041,305.5,1,1,2023-03-16,1018,Terra,MODIS,62,61.03,280.4,8.9,D,0
49.3369,12.4107,300.5,1.3,1.1,2023-03-16,1018,Terra,MODIS,38,61.03,279.1,10.7,D,2
51.4833,6.7098,315.9,1.3,1.1,2023-03-18,1001,Terra,MODIS,0,61.03,288.8,19,D,2
51.4814,6.7286,307.4,1.3,1.1,2023-03-18,1001,Terra,MODIS,47,61.03,287,9.4,D,2
51.3709,6.714,302.9,1.3,1.1,2023-03-18,1001,Terra,MODIS,46,61.03,285.7,6.7,D,2
49.3815,9.8236,301.5,1,1,2023-03-18,1002,Terra,MODIS,47,61.03,287.2,4.7,D,0
51.4893,6.7424,300.8,1.1,1,2023-03-18,2112,Terra,MODIS,24,61.03,276.1,9,N,2
52.1516,10.4136,302.3,1,1,2023-03-19,1216,Aqua,MODIS,38,61.03,280.1,6.4,D,2
52.1493,10.3992,313.9,1,1,2023-03-19,1216,Aqua,MODIS,74,61.03,278.8,14.4,D,2
52.1549,10.4145,301.3,1.1,1.1,2023-03-22,0133,Aqua,MODIS,40,61.03,278.2,10.1,N,2
52.1499,10.41,302.8,2.2,1.4,2023-03-24,1050,Terra,MODIS,44,61.03,277.9,20.1,D,2
49.3549,6.7425,303.7,1.1,1,2023-03-24,1230,Aqua,MODIS,52,61.03,290.6,6.2,D,2
52.156,10.4016,305.4,1.3,1.1,2023-03-24,2023,Terra,MODIS,64,61.03,280.3,15.8,N,2
52.1597,10.4069,303.8,1,1,2023-03-27,0148,Aqua,MODIS,57,61.03,275,10.3,N,2
51.4839,6.7194,303.1,1.1,1.1,2023-03-27,0148,Aqua,MODIS,53,61.03,274.8,11.7,N,2
52.1674,10.4078,309.2,2,1.4,2023-03-27,1259,Aqua,MODIS,59,61.03,282.2,28.3,D,2
52.1529,10.398,310.3,1,1,2023-03-27,2048,Terra,MODIS,80,61.03,274.7,14.9,N,2
52.1549,10.4123,303.2,1,1,2023-03-27,2048,Terra,MODIS,54,61.03,273.8,10.3,N,2
51.3699,6.7058,300.6,1.1,1.1,2023-03-27,2048,Terra,MODIS,31,61.03,277.1,10.1,N,2
53.4611,11.4304,300.1,1.1,1,2023-03-28,1018,Terra,MODIS,12,61.03,280.4,6.6,D,0
49.1452,11.931,306.6,1.3,1.1,2023-03-28,1019,Terra,MODIS,60,61.03,275.9,16.8,D,0
48.3412,9.5894,300.4,1.1,1.1,2023-03-28,1019,Terra,MODIS,36,61.03,282.5,7.8,D,0
47.9818,9.0686,304.9,1.1,1,2023-03-28,1019,Terra,MODIS,55,61.03,280.3,9.5,D,0
47.8226,8.8473,316.2,1.1,1,2023-03-28,1019,Terra,MODIS,76,61.03,282.3,18.1,D,0
52.8546,8.1173,314.5,1.1,1,2023-04-02,1218,Aqua,MODIS,75,61.03,285.8,15.9,D,0
53.5219,9.9034,307,1,1,2023-04-02,1218,Aqua,MODIS,49,61.03,288.3,8.3,D,2
51.3683,6.7128,303.1,1.1,1,2023-04-03,0149,Aqua,MODIS,53,61.03,275.2,12,N,2
49.3528,6.7447,302,1.3,1.1,2023-04-03,1259,Aqua,MODIS,49,61.03,288,6.8,D,2
51.4837,6.7244,304,1.3,1.1,2023-04-03,1300,Aqua,MODIS,0,61.03,289.2,7.9,D,2
51.3583,6.7044,301.4,1.3,1.1,2023-04-03,1300,Aqua,MODIS,13,61.03,289.7,7,D,2
51.4946,6.7394,302.1,1.3,1.1,2023-04-03,2040,Terra,MODIS,37,61.03,276.1,12.5,N,2
51.4852,6.7201,301.2,1.6,1.2,2023-04-04,0231,Aqua,MODIS,35,61.03,273.3,17.8,N,2
52.1599,10.4009,320.8,1,1,2023-04-04,1010,Terra,MODIS,79,61.03,283.6,19.2,D,2
52.1578,10.4151,324.5,1,1,2023-04-04,1010,Terra,MODIS,83,61.03,284.8,23.2,D,2
49.0089,11.3247,301.5,1.1,1,2023-04-04,1011,Terra,MODIS,22,61.03,279.2,7.8,D,0
51.4813,6.7175,327.4,1.1,1,2023-04-04,1011,Terra,MODIS,0,61.03,288.1,27.9,D,2
51.3656,6.7018,304.1,1.1,1,2023-04-04,1011,Terra,MODIS,38,61.03,286.3,6.9,D,2
51.3638,6.7171,305.8,1.1,1,2023-04-04,1011,Terra,MODIS,51,61.03,289.1,8.3,D,2
47.7444,10.3218,300.2,1.1,1,2023-04-04,1012,Terra,MODIS,31,61.03,280.6,6.3,D,2
50.0558,8.2223,302.5,1.7,1.3,2023-04-04,1203,Aqua,MODIS,43,61.03,286.3,11.2,D,2
50.0666,8.2169,302,1.7,1.3,2023-04-04,1203,Aqua,MODIS,47,61.03,286.8,10.4,D,2
50.0649,8.2131,303.1,1.7,1.3,2023-04-04,1203,Aqua,MODIS,42,61.03,286.5,11.7,D,2
51.355,13.337,300.6,1,1,2023-04-04,1203,Aqua,MODIS,38,61.03,283.5,5.2,D,2
51.5557,12.9683,302.7,1.1,1,2023-04-04,1203,Aqua,MODIS,40,61.03,287,6.5,D,2
51.3627,6.6951,305.9,1.8,1.3,2023-04-04,1204,Aqua,MODIS,0,61.03,286.3,17.6,D,2
51.3681,6.7192,301.8,1.8,1.3,2023-04-04,1204,Aqua,MODIS,0,61.03,288.7,12.5,D,2
51.364,6.7146,307.8,1.8,1.3,2023-04-04,1204,Aqua,MODIS,41,61.03,289.6,17.5,D,2
51.4574,6.741,300.9,1.8,1.3,2023-04-04,1204,Aqua,MODIS,0,61.03,289.4,9.9,D,2
51.4915,6.7434,303.8,1.8,1.3,2023-04-04,1204,Aqua,MODIS,50,61.03,291.3,13.2,D,2
51.4861,6.7197,301.7,1.8,1.3,2023-04-04,1204,Aqua,MODIS,0,61.03,289.8,10.9,D,2
52.1552,10.4126,307.7,1.1,1,2023-04-05,0135,Aqua,MODIS,72,61.03,271.3,15.8,N,2
51.5396,6.2136,300.1,1.5,1.2,2023-04-05,1051,Terra,MODIS,25,61.03,287.4,7.3,D,2
51.7828,6.0196,305.9,1.5,1.2,2023-04-05,1051,Terra,MODIS,62,61.03,286.7,14.4,D,0
50.3879,7.5815,300.3,1.9,1.3,2023-04-05,1052,Terra,MODIS,0,61.03,289.1,11.1,D,2
49.3511,6.7511,301.9,1.8,1.3,2023-04-05,1052,Terra,MODIS,49,61.03,289.1,12.6,D,2
49.3528,6.7414,306.6,1,1,2023-04-05,1245,Aqua,MODIS,62,61.03,293.9,6.7,D,2
51.3636,6.6978,305.6,1,1,2023-04-05,1246,Aqua,MODIS,0,61.03,289.6,5.6,D,2
50.7786,6.1287,315,1,1,2023-04-05,1246,Aqua,MODIS,75,61.03,292.5,11.9,D,2
51.3655,6.7125,312.4,1,1,2023-04-05,1246,Aqua,MODIS,55,61.03,293.1,10.8,D,2
52.2064,8.0425,314.2,1.1,1.1,2023-04-05,1246,Aqua,MODIS,70,61.03,287.7,16.7,D,2
51.4604,6.7371,306,1,1,2023-04-05,1246,Aqua,MODIS,0,61.03,292.8,5.8,D,2
51.4876,6.7368,310.1,1,1,2023-04-05,1246,Aqua,MODIS,48,61.03,294.7,7.7,D,2
51.3673,6.7109,311.7,1.9,1.4,2023-04-05,2024,Terra,MODIS,83,61.03,277.4,40.7,N,2
51.485,6.7137,300.3,1.2,1.1,2023-04-06,0217,Aqua,MODIS,9,61.03,274.9,9.4,N,2
52.1548,10.4038,303.7,1.6,1.2,2023-04-06,0217,Aqua,MODIS,56,61.03,271.7,21.3,N,2
51.3663,6.7155,312.7,1.2,1.1,2023-04-06,0217,Aqua,MODIS,85,61.03,275.2,21.4,N,2
53.1391,8.6846,302,1.3,1.1,2023-04-06,0954,Terra,MODIS,38,61.03,289.7,8.9,D,2
52.1531,10.4054,315,1.1,1.1,2023-04-06,0954,Terra,MODIS,75,61.03,292.1,15.4,D,2
52.153,10.3988,310.9,1.7,1.3,2023-04-06,1150,Aqua,MODIS,71,61.03,292.9,20.5,D,2
52.1508,10.4015,311.9,1.5,1.2,2023-04-07,1035,Terra,MODIS,72,61.03,289.2,18.5,D,2
53.1372,8.6769,309.8,1.2,1.1,2023-04-07,1035,Terra,MODIS,52,61.03,290.2,13.2,D,2
52.4156,9.4567,300.9,1.3,1.1,2023-04-07,1035,Terra,MODIS,42,61.03,288.8,6.8,D,2
52.161,10.4071,308.8,1.5,1.2,2023-04-07,1035,Terra,MODIS,65,61.03,289.4,14.6,D,2
53.134,8.694,306,1.2,1.1,2023-04-07,1035,Terra,MODIS,47,61.03,291.3,9.7,D,2
53.1325,8.6886,308.3,1,1,2023-04-07,1232,Aqua,MODIS,0,61.03,295.9,8.1,D,2
52.1528,10.4074,305.5,1.1,1,2023-04-07,1232,Aqua,MODIS,38,61.03,284.4,6.8,D,2
53.5105,10.0356,306.2,1.1,1,2023-04-07,1232,Aqua,MODIS,55,61.03,291.6,6.9,D,2
51.3656,6.7206,305.7,1,1,2023-04-09,1019,Terra,MODIS,38,61.03,292.3,6.3,D,2
50.2041,10.2249,306.2,1.1,1.1,2023-04-09,1019,Terra,MODIS,37,61.03,290.4,7.8,D,0
50.1896,10.2513,301.2,1.1,1.1,2023-04-09,1019,Terra,MODIS,28,61.03,286.8,4.6,D,0
51.4941,6.7339,315.4,1,1,2023-04-09,1019,Terra,MODIS,44,61.03,292.8,10.4,D,2
52.3095,11.0599,307.8,1.1,1,2023-04-09,1019,Terra,MODIS,66,61.03,286.2,10.1,D,2
52.1582,10.4106,308.7,1.1,1,2023-04-09,1019,Terra,MODIS,0,61.03,287.1,9.5,D,2
51.7717,11.4817,305.7,1.2,1.1,2023-04-09,1019,Terra,MODIS,62,61.03,287.6,8.7,D,0
50.7071,12.3839,300.8,1.3,1.1,2023-04-09,1019,Terra,MODIS,33,61.03,286.1,6.2,D,2
50.7088,12.3791,304.8,1.3,1.1,2023-04-09,1019,Terra,MODIS,60,61.03,286.7,9.9,D,2
51.0029,10.4453,300.9,1.1,1.1,2023-04-09,1019,Terra,MODIS,27,61.03,286.9,4.7,D,0
50.8206,11.2171,305.2,1.2,1.1,2023-04-09,1019,Terra,MODIS,61,61.03,287.6,9.2,D,0
50.8177,11.2332,308.2,1.2,1.1,2023-04-09,1019,Terra,MODIS,67,61.03,288.2,11.7,D,0
51.4921,6.7481,313.4,1,1,2023-04-09,1019,Terra,MODIS,46,61.03,291.6,9.2,D,2
51.3675,6.7065,309.9,1,1,2023-04-09,1019,Terra,MODIS,59,61.03,290.5,9,D,2
53.4719,9.9278,302.3,1,1,2023-04-09,1218,Aqua,MODIS,52,61.03,290.1,3.8,D,2
50.1825,10.2526,312.5,1,1,2023-04-09,1218,Aqua,MODIS,73,61.03,286.9,12.1,D,0
51.087,11.1263,300.2,1,1,2023-04-09,1218,Aqua,MODIS,18,61.03,289,2.8,D,0
50.9976,10.4319,309.5,1,1,2023-04-09,1218,Aqua,MODIS,69,61.03,291.2,9.1,D,0
51.3674,10.2873,300,1,1,2023-04-09,1218,Aqua,MODIS,15,61.03,286.8,3,D,0
51.4943,6.7422,307.1,1.2,1.1,2023-04-09,1218,Aqua,MODIS,35,61.03,289.7,7.2,D,2
52.1527,10.4103,311.8,1,1,2023-04-09,1218,Aqua,MODIS,54,61.03,293.2,9.5,D,2
52.1504,10.396,312,1,1,2023-04-09,1218,Aqua,MODIS,63,61.03,291.7,9.8,D,2
52.5493,8.5745,303.4,1.1,1,2023-04-09,1218,Aqua,MODIS,50,61.03,291.3,4.6,D,0
52.7975,7.8837,308.3,1.1,1,2023-04-09,1218,Aqua,MODIS,67,61.03,291,8.7,D,0
52.9096,7.56,303.6,1.1,1.1,2023-04-09,1218,Aqua,MODIS,51,61.03,290.8,5.7,D,2
51.3665,6.7006,311.6,1.6,1.2,2023-04-09,2129,Terra,MODIS,83,61.03,277.8,30.1,N,2
52.1554,10.4034,316.4,1,1,2023-04-10,0149,Aqua,MODIS,93,61.03,276.6,19.4,N,2
52.1525,10.4015,306.2,2,1.4,2023-04-10,1300,Aqua,MODIS,63,61.03,283.2,20.5,D,2
50.1882,12.1216,300.6,1,1,2023-04-11,1003,Terra,MODIS,27,61.03,282.9,6.1,D,0
52.1579,10.4067,304.7,1,1,2023-04-11,1003,Terra,MODIS,55,61.03,278.1,8.5,D,2
52.149,10.4036,302.1,1,1,2023-04-11,1003,Terra,MODIS,30,61.03,276.6,7,D,2
51.6022,12.306,305,1.1,1,2023-04-11,1204,Aqua,MODIS,60,61.03,286.6,7.6,D,2
51.0439,10.9315,302.9,1.2,1.1,2023-04-11,1204,Aqua,MODIS,54,61.03,288.6,7.6,D,0
51.6048,12.3211,312.3,1.1,1,2023-04-11,1204,Aqua,MODIS,72,61.03,285.9,13.4,D,2
51.3606,13.3353,302.8,1,1,2023-04-11,1204,Aqua,MODIS,54,61.03,287.4,6.1,D,2
52.1562,10.4156,306.3,1.6,1.2,2023-04-13,0217,Aqua,MODIS,68,61.03,276.4,23.2,N,2
52.1542,10.391,300.4,1.3,1.1,2023-04-13,0946,Terra,MODIS,21,61.03,286.4,5.8,D,2
52.1523,10.41,317.2,1.3,1.1,2023-04-13,0946,Terra,MODIS,77,61.03,288.9,23.4,D,2
