latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
53.13398,8.68222,330.16,0.39,0.36,2023-01-01,0131,N,VIIRS,n,2,261.52,4.91,N,2
52.15857,10.39515,296.18,0.38,0.36,2023-01-01,0131,N,VIIRS,n,2,281.11,1.4,N,2
52.15678,10.40619,310.18,0.38,0.36,2023-01-01,0131,N,VIIRS,n,2,278.92,1.03,N,2
52.15353,10.40479,305.34,0.38,0.36,2023-01-01,0131,N,VIIRS,n,2,276.49,0.96,N,0
52.15118,10.39787,311.24,0.38,0.36,2023-01-01,0131,N,VIIRS,n,2,280.37,1.95,N,0
51.36351,10.48172,298.13,0.39,0.36,2023-01-01,0132,N,VIIRS,n,2,268.71,0.7,N,0
50.96867,8.68314,303.49,0.39,0.36,2023-01-01,0132,N,VIIRS,n,2,278.36,0.63,N,0
50.90191,8.9378,295.61,0.38,0.36,2023-01-01,0132,N,VIIRS,n,2,277.78,0.47,N,0
49.35775,6.74776,316.99,0.4,0.37,2023-01-01,0132,N,VIIRS,n,2,285.34,1.86,N,2
49.3511,6.74556,297.42,0.4,0.37,2023-01-01,0132,N,VIIRS,n,2,281.34,0.4,N,2
49.34777,6.74446,307.79,0.4,0.37,2023-01-01,0132,N,VIIRS,n,2,283.77,0.86,N,2
49.01614,8.61517,298.45,0.38,0.36,2023-01-01,0132,N,VIIRS,n,2,281.98,0.44,N,0
49.05791,8.3289,296.99,0.38,0.36,2023-01-01,0132,N,VIIRS,n,2,285.66,0.81,N,2
47.79028,12.1782,296.61,0.44,0.39,2023-01-01,0133,N,VIIRS,n,2,277.72,0.78,N,0
53.51239,10.03897,332.02,0.41,0.45,2023-01-01,1120,N,VIIRS,n,2,286.75,3.65,D,2
47.79052,12.18341,295.44,0.39,0.36,2023-01-02,0114,N,VIIRS,n,2,277.48,0.68,N,0
53.52415,9.90209,305.06,0.46,0.47,2023-01-03,0053,N,VIIRS,n,2,272.98,1.05,N,3
53.51978,9.90121,318.79,0.46,0.47,2023-01-03,0053,N,VIIRS,n,2,273.9,2.51,N,2
53.52013,9.90275,319.16,0.46,0.47,2023-01-03,0053,N,VIIRS,n,2,274.21,2.74,N,2
53.13852,8.67591,310.83,0.51,0.49,2023-01-03,0054,N,VIIRS,n,2,276.24,2.19,N,2
53.13394,8.67511,297.87,0.51,0.49,2023-01-03,0054,N,VIIRS,n,2,276.23,1.81,N,2
53.13346,8.68286,299.27,0.51,0.49,2023-01-03,0054,N,VIIRS,n,2,276.05,1.96,N,2
53.12936,8.67431,315.96,0.51,0.49,2023-01-03,0054,N,VIIRS,n,2,275.55,1.81,N,2
52.17456,14.61664,298.31,0.45,0.39,2023-01-03,0054,N,VIIRS,n,2,278.98,1.36,N,0
52.17099,14.61555,320.63,0.45,0.39,2023-01-03,0054,N,VIIRS,n,2,278.55,1.36,N,0
51.59208,8.33261,296.11,0.51,0.49,2023-01-03,0054,N,VIIRS,n,2,277.84,0.8,N,0
51.51848,6.96888,296.08,0.58,0.52,2023-01-03,0054,N,VIIRS,n,2,277.71,1.07,N,2
51.37054,6.71,302.73,0.59,0.53,2023-01-03,0054,N,VIIRS,n,2,280.31,4.7,N,2
51.36563,6.70937,336.63,0.59,0.53,2023-01-03,0054,N,VIIRS,n,2,281.78,4.7,N,2
49.24461,6.84848,295.16,0.56,0.51,2023-01-03,0055,N,VIIRS,n,2,270.69,1.13,N,2
53.51183,10.03586,305.49,0.33,0.56,2023-01-03,0234,N,VIIRS,n,2,277.39,0.9,N,2
53.52236,9.90589,308.12,0.33,0.55,2023-01-03,0234,N,VIIRS,n,2,275.12,1.17,N,2
53.47971,9.94996,296.26,0.33,0.55,2023-01-03,0234,N,VIIRS,n,2,276.55,0.33,N,0
53.1377,8.67927,302.37,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,276.08,1.98,N,2
53.13521,8.68767,297.59,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,276.14,1.98,N,2
53.12568,8.70095,323.86,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,275.92,3.37,N,2
53.13319,8.67562,308.5,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,275.61,1.98,N,2
53.1287,8.67193,306.02,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,275.67,2.73,N,3
53.13871,8.67367,305.42,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,275.44,1.48,N,2
53.13626,8.68209,299.24,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,276.25,1.48,N,2
53.12433,8.70393,323.64,0.62,0.54,2023-01-03,0234,N,VIIRS,n,2,276.41,3.01,N,2
53.13175,8.67846,314.03,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,275.93,2.43,N,2
53.12725,8.67477,306.51,0.61,0.54,2023-01-03,0234,N,VIIRS,n,2,275.92,2.43,N,3
52.17307,9.66539,307.39,0.36,0.57,2023-01-03,0234,N,VIIRS,n,2,276.19,0.73,N,0
52.1683,9.66136,304.44,0.36,0.57,2023-01-03,0234,N,VIIRS,n,2,275.67,0.73,N,0
51.49397,6.74419,300.22,0.59,0.52,2023-01-03,0234,N,VIIRS,n,2,278.42,2.13,N,2
51.48727,6.71085,298.78,0.58,0.52,2023-01-03,0234,N,VIIRS,n,2,279.12,2.24,N,2
51.48502,6.71873,316.02,0.58,0.52,2023-01-03,0234,N,VIIRS,n,2,280.02,2.24,N,2
51.48501,6.69983,323.28,0.58,0.52,2023-01-03,0234,N,VIIRS,n,2,278.65,4.26,N,2
51.4828,6.70762,318.74,0.58,0.52,2023-01-03,0234,N,VIIRS,n,2,279.22,2.24,N,2
51.48056,6.71549,300.24,0.58,0.52,2023-01-03,0234,N,VIIRS,n,2,277.17,2.24,N,2
51.36506,6.70992,328.42,0.59,0.53,2023-01-03,0234,N,VIIRS,n,2,278.93,4.85,N,2
51.36729,6.70208,309.93,0.59,0.53,2023-01-03,0234,N,VIIRS,n,2,277.82,4.81,N,2
51.36438,6.7034,314.92,0.59,0.53,2023-01-03,0234,N,VIIRS,n,2,276.28,2.76,N,2
52.17509,10.4159,340.63,0.49,0.65,2023-01-03,1043,N,VIIRS,n,2,278.69,4.75,D,2
52.17283,10.40941,334.32,0.49,0.65,2023-01-03,1043,N,VIIRS,n,2,278.17,4.75,D,0
52.17465,10.40981,355.46,0.49,0.65,2023-01-03,1043,N,VIIRS,n,2,278.56,6.25,D,0
52.15159,10.40136,325.66,0.49,0.4,2023-01-03,1223,N,VIIRS,n,2,282.32,3.81,D,0
52.15606,10.4076,341.64,0.49,0.4,2023-01-03,1223,N,VIIRS,n,2,282.55,3.81,D,0
52.16378,10.41954,298.65,0.33,0.55,2023-01-04,0035,N,VIIRS,n,2,275.8,1.27,N,2
52.16337,10.42958,298.75,0.33,0.55,2023-01-04,0035,N,VIIRS,n,2,274.97,0.57,N,2
52.159,10.409,321.92,0.33,0.55,2023-01-04,0035,N,VIIRS,n,2,275.35,1.94,N,2
52.15881,10.41399,309.32,0.33,0.55,2023-01-04,0035,N,VIIRS,n,2,274.8,1.94,N,2
52.15422,10.39851,321.99,0.33,0.55,2023-01-04,0035,N,VIIRS,n,2,276.63,3.07,N,0
52.15402,10.40349,338.04,0.33,0.55,2023-01-04,0035,N,VIIRS,n,2,276.82,3.07,N,0
52.14904,10.398,307.35,0.33,0.55,2023-01-04,0035,N,VIIRS,n,2,273.39,1.3,N,0
49.3567,6.74551,297.2,0.46,0.64,2023-01-04,0036,N,VIIRS,n,2,273.37,1.15,N,2
49.36027,6.7468,297.33,0.46,0.64,2023-01-04,0036,N,VIIRS,n,2,272.1,1.55,N,2
49.24543,6.84617,297.87,0.46,0.63,2023-01-04,0036,N,VIIRS,n,2,274.4,1.29,N,2
49.24304,6.84836,300.62,0.46,0.63,2023-01-04,0036,N,VIIRS,n,2,274.35,1.08,N,2
52.17025,14.62524,317.57,0.37,0.58,2023-01-04,0215,N,VIIRS,n,2,272.9,1.33,N,0
52.17278,14.62383,299.75,0.37,0.58,2023-01-04,0215,N,VIIRS,n,2,272.08,1.07,N,0
52.17125,14.62876,296.32,0.37,0.58,2023-01-04,0215,N,VIIRS,n,2,271.98,0.8,N,0
50.65404,11.43329,295.98,0.62,0.54,2023-01-04,0216,N,VIIRS,n,2,274.18,0.94,N,2
52.40202,12.49867,314.01,0.4,0.44,2023-01-05,0156,N,VIIRS,n,2,277.23,1.55,N,2
52.39818,12.4962,309.89,0.4,0.44,2023-01-05,0156,N,VIIRS,n,2,278.07,1.55,N,0
51.48415,6.70118,320.32,0.42,0.38,2023-01-05,0157,N,VIIRS,n,2,277.46,1.46,N,2
51.48304,6.70703,297.87,0.42,0.38,2023-01-05,0157,N,VIIRS,n,2,276.84,1.46,N,2
51.36751,6.70795,335.41,0.42,0.38,2023-01-05,0157,N,VIIRS,n,2,284.02,3.18,N,2
51.36862,6.70211,303.22,0.42,0.38,2023-01-05,0157,N,VIIRS,n,2,280.93,3.18,N,2
51.36416,6.70632,316.11,0.42,0.38,2023-01-05,0157,N,VIIRS,n,2,279.52,3.18,N,2
53.13385,8.68053,342.07,0.44,0.39,2023-01-05,1146,N,VIIRS,n,2,284.75,9.17,D,2
53.13208,8.68239,328.57,0.62,0.71,2023-01-05,1326,N,VIIRS,n,2,278.12,3.68,D,2
53.09269,14.23364,326.69,0.39,0.36,2023-01-07,0119,N,VIIRS,n,2,275.44,2.24,N,0
52.17139,14.62705,323.62,0.39,0.36,2023-01-07,0119,N,VIIRS,n,2,273.66,1.98,N,0
52.3997,12.49783,327.28,0.39,0.36,2023-01-07,0119,N,VIIRS,n,2,275.91,2.23,N,2
52.15431,10.40182,318.85,0.65,0.73,2023-01-07,0259,N,VIIRS,n,2,264.65,2.33,N,0
51.368,6.70566,333.27,0.4,0.44,2023-01-07,1248,N,VIIRS,n,2,269.4,10.31,D,2
51.48166,6.72059,345.46,0.4,0.44,2023-01-07,1248,N,VIIRS,n,2,268.18,4.06,D,0
51.25151,6.39269,326.62,0.42,0.37,2023-01-08,1229,N,VIIRS,n,2,281.78,2.03,D,0
51.36752,6.70924,341.85,0.42,0.38,2023-01-08,1229,N,VIIRS,n,2,285.4,5.71,D,2
53.13269,8.68005,337.07,0.5,0.41,2023-01-08,1230,N,VIIRS,n,2,285.37,27.42,D,2
51.49603,6.74291,330.07,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,277.53,2.92,N,2
51.49201,6.74034,323.85,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,277.16,2.92,N,2
51.49353,6.7343,308.46,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,276.58,2.92,N,2
51.48606,6.70849,302.62,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,278.6,1.2,N,2
51.48301,6.72055,316.64,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,279.3,2.96,N,2
51.48356,6.69996,310.46,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,278.39,1.2,N,2
51.48205,6.70593,298.65,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,278.13,1.2,N,2
51.48475,6.70094,307.26,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,278.39,1.89,N,2
51.48326,6.70693,314.67,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,279.55,3.03,N,2
51.48026,6.71904,315.01,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,277.98,1.4,N,2
51.36616,6.70864,331,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,282.35,2.3,N,2
51.36769,6.70264,296.97,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,278.99,2.3,N,2
51.36861,6.70885,295.64,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,280.43,1.46,N,2
51.36459,6.70624,324.02,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,278.64,1.46,N,2
51.36309,6.71229,295.93,0.44,0.46,2023-01-09,0222,N,VIIRS,n,2,277.3,1.46,N,0
49.24627,6.84988,327.13,0.4,0.37,2023-01-09,1210,N,VIIRS,n,2,276.08,2.67,D,2
53.14016,8.67928,297,0.49,0.4,2023-01-10,0203,N,VIIRS,n,2,276.41,0.99,N,2
53.13718,8.6932,301.19,0.49,0.4,2023-01-10,0203,N,VIIRS,n,2,275.21,1.17,N,2
53.13365,8.69108,312.44,0.49,0.4,2023-01-10,0203,N,VIIRS,n,2,275.16,1.5,N,2
53.13161,8.68202,295.3,0.49,0.4,2023-01-10,0203,N,VIIRS,n,2,271.6,1.5,N,2
51.36876,6.72064,295.49,0.46,0.39,2023-01-10,0203,N,VIIRS,n,2,277.22,2.83,N,2
51.3679,6.70611,342.5,0.46,0.39,2023-01-10,0203,N,VIIRS,n,2,283.75,11.97,N,2
51.36444,6.70428,319.44,0.46,0.39,2023-01-10,0203,N,VIIRS,n,2,276.24,2.51,N,2
51.36313,6.71064,300.43,0.46,0.39,2023-01-10,0203,N,VIIRS,n,2,276.99,1.19,N,0
53.13472,8.69164,327.16,0.41,0.37,2023-01-10,1152,N,VIIRS,n,2,273.03,2.81,D,2
53.13253,8.67973,337.63,0.41,0.37,2023-01-10,1152,N,VIIRS,n,2,273.15,5.71,D,2
51.48579,6.70903,325.35,0.47,0.48,2023-01-11,1133,N,VIIRS,n,2,282.43,3.33,D,2
53.13637,8.69515,310.34,0.41,0.37,2023-01-12,0125,N,VIIRS,n,2,271.37,1.23,N,2
53.13455,8.68161,312.23,0.41,0.37,2023-01-12,0125,N,VIIRS,n,2,272.18,1.37,N,2
53.13297,8.69393,303.64,0.41,0.37,2023-01-12,0125,N,VIIRS,n,2,270.7,1.59,N,2
53.13115,8.68038,305.9,0.41,0.37,2023-01-12,0125,N,VIIRS,n,2,272.12,1.37,N,2
53.13288,8.67949,322.67,0.41,0.37,2023-01-12,0125,N,VIIRS,n,2,273.5,2.41,N,2
52.17471,14.61464,296.42,0.41,0.37,2023-01-12,0125,N,VIIRS,n,2,278.27,1.29,N,0
52.17139,14.613,324.85,0.41,0.37,2023-01-12,0125,N,VIIRS,n,2,277.86,1.29,N,0
49.27747,6.78032,295.8,0.42,0.38,2023-01-12,0126,N,VIIRS,n,2,259.69,0.94,N,2
53.13618,8.68983,298.5,0.57,0.43,2023-01-13,0106,N,VIIRS,n,2,281.38,1.25,N,2
53.13294,8.68019,328.18,0.57,0.43,2023-01-13,0106,N,VIIRS,n,2,281.12,4.51,N,2
52.20872,8.04313,302.23,0.39,0.44,2023-01-13,0107,N,VIIRS,n,2,278.98,1.32,N,2
51.50299,6.72605,299.58,0.43,0.46,2023-01-13,0107,N,VIIRS,n,2,279.15,1.16,N,3
51.4935,6.73711,309.13,0.43,0.46,2023-01-13,0107,N,VIIRS,n,2,274.64,1.27,N,2
51.48924,6.73624,307.58,0.43,0.46,2023-01-13,0107,N,VIIRS,n,2,275.05,1.27,N,2
51.48692,6.71004,297.06,0.43,0.46,2023-01-13,0107,N,VIIRS,n,2,272.02,1.07,N,2
51.48266,6.70915,320.51,0.43,0.46,2023-01-13,0107,N,VIIRS,n,2,274.63,1.07,N,2
51.48218,6.71549,307.8,0.43,0.46,2023-01-13,0107,N,VIIRS,n,2,274.02,1.07,N,2
51.48169,6.72181,302.31,0.43,0.46,2023-01-13,0107,N,VIIRS,n,2,269.19,1.03,N,0
53.51244,10.03523,297.78,0.43,0.62,2023-01-13,0246,N,VIIRS,n,2,279.07,0.85,N,2
53.48111,9.95052,316.93,0.43,0.62,2023-01-13,0246,N,VIIRS,n,2,278.44,1.65,N,0
53.13629,8.67838,300.83,0.4,0.6,2023-01-13,0246,N,VIIRS,n,2,277.75,1.12,N,2
53.13453,8.68375,299.66,0.4,0.6,2023-01-13,0246,N,VIIRS,n,2,278.59,1.12,N,2
53.13275,8.68918,300.51,0.4,0.6,2023-01-13,0246,N,VIIRS,n,2,278.2,0.8,N,2
52.15705,10.40744,309.48,0.5,0.66,2023-01-13,0247,N,VIIRS,n,2,274.92,2.06,N,0
51.49461,6.73626,304.08,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,279.53,1.24,N,2
51.49296,6.7414,310.21,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,280.03,1.24,N,2
51.49433,6.73627,302.63,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,279.35,1.41,N,2
51.49271,6.74144,312.44,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,280.14,1.78,N,2
51.48939,6.73225,306.86,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,279.35,1.41,N,2
51.48769,6.71792,342.49,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,278.73,6.64,N,2
51.48607,6.72306,351.44,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,280.82,6.01,N,2
51.48445,6.72822,297.47,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,279.6,6.01,N,2
51.48599,6.70363,328.9,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,280.14,2.98,N,2
51.48113,6.71905,342.82,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,279.61,6.01,N,2
51.48439,6.70873,309.04,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,280.2,6.64,N,2
51.48276,6.71388,302.04,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,277.82,6.64,N,2
51.48265,6.69456,296.91,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,278.45,1.02,N,2
51.46153,6.74169,308.15,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,278.48,0.97,N,2
51.36697,6.70339,310.69,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,280.77,2.61,N,2
51.36535,6.70851,314.53,0.39,0.59,2023-01-13,0247,N,VIIRS,n,2,280.94,2.35,N,2
52.15719,10.4041,339.61,0.43,0.46,2023-01-13,1236,N,VIIRS,n,2,277.71,4.73,D,2
51.36729,6.7066,314.87,0.34,0.56,2023-01-14,0048,N,VIIRS,n,2,274.58,1.87,N,2
51.49477,6.74156,305.12,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,266.68,1.52,N,2
51.48521,6.70251,313.19,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,270.91,2.38,N,2
51.48337,6.70935,317.97,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,271.26,2.38,N,2
51.48151,6.71623,306.5,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,268.41,1.5,N,2
51.48504,6.70201,315.08,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,269.76,2.4,N,2
51.48323,6.70887,312.99,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,270.96,2.06,N,2
51.48141,6.71578,308.17,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,268.98,2.06,N,2
51.4614,6.73463,303.61,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,264.23,1.32,N,2
51.36913,6.70405,301.34,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,267.35,2.63,N,2
51.36728,6.7109,310.7,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,268.38,2.38,N,2
51.36833,6.70489,314.71,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,267.71,2.11,N,2
51.36651,6.71178,299.53,0.51,0.49,2023-01-14,0228,N,VIIRS,n,2,267.89,2.11,N,2
52.15551,10.40954,334.62,0.38,0.36,2023-01-15,1158,N,VIIRS,n,2,280.96,3.15,D,0
52.15464,10.40402,329.87,0.38,0.36,2023-01-15,1158,N,VIIRS,n,2,281.54,3.15,D,0
52.35515,9.88442,296.01,0.65,0.73,2023-01-16,0010,N,VIIRS,n,2,274.24,1.21,N,0
52.40144,12.49965,296.85,0.53,0.42,2023-01-16,0150,N,VIIRS,n,2,276.56,1.26,N,2
52.35252,9.88729,296.73,0.44,0.39,2023-01-16,0150,N,VIIRS,n,2,275.37,0.97,N,2
52.15505,10.40448,303.51,0.46,0.39,2023-01-16,0150,N,VIIRS,n,2,266.82,1.84,N,2
52.15158,10.40258,297.5,0.46,0.39,2023-01-16,0150,N,VIIRS,n,2,266.52,1.15,N,0
51.52024,6.96818,326.62,0.4,0.37,2023-01-16,0151,N,VIIRS,n,2,277.33,3.37,N,2
51.51925,6.97377,328.53,0.4,0.37,2023-01-16,0151,N,VIIRS,n,2,279.74,3.37,N,2
51.50689,6.73894,335.87,0.39,0.36,2023-01-16,0151,N,VIIRS,n,2,280.56,5.03,N,2
51.50362,6.73746,324.48,0.39,0.36,2023-01-16,0151,N,VIIRS,n,2,277.72,2.69,N,2
51.49611,6.74007,300.26,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,278.62,0.89,N,2
51.49284,6.73859,309.75,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,278.42,0.89,N,2
51.48956,6.73712,307.4,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,275.34,1.45,N,2
51.48691,6.71196,331.91,0.39,0.36,2023-01-16,0151,N,VIIRS,n,2,279.01,3.91,N,2
51.48462,6.70494,336.37,0.39,0.36,2023-01-16,0151,N,VIIRS,n,2,280.6,3.91,N,2
51.48364,6.71049,331.3,0.39,0.36,2023-01-16,0151,N,VIIRS,n,2,280.08,3.91,N,2
51.48169,6.7216,327.1,0.39,0.36,2023-01-16,0151,N,VIIRS,n,2,279.81,5.54,N,0
51.48267,6.71604,312.43,0.39,0.36,2023-01-16,0151,N,VIIRS,n,2,275.57,5.54,N,2
51.46373,6.74345,321.39,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,276,1.53,N,2
51.46143,6.73643,324.01,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,276.11,2.18,N,2
51.46046,6.74197,314.77,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,275.16,1.54,N,2
51.36907,6.71183,298.32,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,279.01,3.14,N,2
51.36676,6.70481,334.97,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,279.55,3.14,N,2
51.36579,6.71035,309.3,0.39,0.37,2023-01-16,0151,N,VIIRS,n,2,279.37,3.14,N,2
51.29841,7.01018,295.06,0.4,0.37,2023-01-16,0151,N,VIIRS,n,2,274.53,0.6,N,2
52.17227,14.62431,327.01,0.45,0.39,2023-01-17,0131,N,VIIRS,n,2,273.46,4.79,N,0
52.40005,12.49682,301.45,0.4,0.37,2023-01-17,0132,N,VIIRS,n,2,264.09,0.93,N,2
50.6538,11.4353,295.67,0.4,0.37,2023-01-17,0132,N,VIIRS,n,2,272.06,0.36,N,2
49.51586,8.41838,303.67,0.38,0.36,2023-01-17,0132,N,VIIRS,n,2,271.78,0.75,N,2
52.15434,10.40579,356.57,0.43,0.46,2023-01-17,1120,N,VIIRS,n,2,281.14,9.33,D,0
52.15285,10.39978,339.13,0.43,0.46,2023-01-17,1120,N,VIIRS,n,2,279.92,9.33,D,0
51.49279,6.74025,331.51,0.63,0.54,2023-01-17,1120,N,VIIRS,n,2,278.46,4.63,D,2
51.48043,6.71942,325.93,0.54,0.51,2023-01-17,1301,N,VIIRS,n,2,271.09,6.64,D,0
52.1537,10.40814,330.74,0.4,0.6,2023-01-17,1301,N,VIIRS,n,2,278.75,7.76,D,0
52.15355,10.40216,335.1,0.4,0.6,2023-01-17,1301,N,VIIRS,n,2,279.16,4.81,D,0
52.15647,10.4045,344.23,0.4,0.6,2023-01-17,1301,N,VIIRS,n,2,277.85,4.28,D,2
53.13346,8.69488,325.11,0.34,0.56,2023-01-17,1301,N,VIIRS,n,2,278.45,2.52,D,2
53.1329,8.67927,329.95,0.34,0.56,2023-01-17,1301,N,VIIRS,n,2,278.13,2.94,D,2
53.5218,9.90046,314.43,0.47,0.39,2023-01-18,0113,N,VIIRS,n,2,272.33,1.77,N,3
53.13737,8.67765,308.29,0.5,0.41,2023-01-18,0113,N,VIIRS,n,2,272.29,2.11,N,2
53.13361,8.67657,313.35,0.5,0.41,2023-01-18,0113,N,VIIRS,n,2,273.26,2.29,N,2
52.31496,10.2506,317.16,0.44,0.39,2023-01-18,0113,N,VIIRS,n,2,266.74,2,N,2
52.16162,10.41549,325.35,0.44,0.38,2023-01-18,0113,N,VIIRS,n,2,265.52,2.95,N,2
52.15538,10.40687,327.03,0.44,0.38,2023-01-18,0113,N,VIIRS,n,2,266.22,2.52,N,0
52.15264,10.39937,334.03,0.44,0.38,2023-01-18,0113,N,VIIRS,n,2,267.36,4.69,N,0
52.46803,7.31752,312.8,0.55,0.43,2023-01-18,0113,N,VIIRS,n,2,269.36,1.86,N,2
52.4641,7.31651,304.39,0.55,0.43,2023-01-18,0113,N,VIIRS,n,2,267.63,1.86,N,2
52.46592,7.31802,327.44,0.55,0.43,2023-01-18,0113,N,VIIRS,n,2,269.82,4.14,N,2
51.50298,6.73026,296.37,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,272.81,2.38,N,2
51.49752,6.74576,297.63,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,269.55,1.2,N,2
51.49429,6.73663,303.68,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,271.09,2.13,N,2
51.49355,6.74481,310.36,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,269.41,2.13,N,2
51.48856,6.71012,296.47,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,271.56,3.54,N,2
51.48458,6.70919,337.73,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,273.55,3.54,N,2
51.48532,6.70094,319.79,0.57,0.43,2023-01-18,0113,N,VIIRS,n,2,270.8,3.54,N,2
51.48384,6.71738,312.07,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,271.48,3.06,N,2
51.46177,6.73726,328.82,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,267.76,4.78,N,2
51.46063,6.7394,328.98,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,267.02,3.28,N,2
51.36606,6.70869,335.45,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,277.02,4.17,N,2
51.36679,6.70049,300.78,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,272.02,4.17,N,2
51.36209,6.70775,305.62,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,268.58,4.17,N,0
51.36531,6.70188,326.65,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,271.48,6.4,N,2
51.36454,6.71004,335.45,0.56,0.43,2023-01-18,0113,N,VIIRS,n,2,273.52,5.78,N,2
51.36914,6.7092,332.78,0.45,0.63,2023-01-18,0253,N,VIIRS,n,2,268.41,4.02,N,2
51.36886,6.7098,334.73,0.45,0.63,2023-01-18,0253,N,VIIRS,n,2,268.83,3.89,N,2
51.36369,6.70529,336.75,0.45,0.63,2023-01-18,0253,N,VIIRS,n,2,265.4,3.55,N,2
51.36873,6.71061,329,0.48,0.65,2023-01-18,1102,N,VIIRS,n,2,275.91,5.3,D,2
51.36997,6.70701,328.56,0.48,0.65,2023-01-18,1102,N,VIIRS,n,2,275.02,3.47,D,2
51.48524,6.72058,332.61,0.48,0.64,2023-01-18,1102,N,VIIRS,n,2,274.75,6.85,D,2
49.35288,6.7424,327.21,0.5,0.41,2023-01-18,1241,N,VIIRS,n,2,276.39,7.74,D,2
49.35733,6.74839,331.34,0.5,0.41,2023-01-18,1241,N,VIIRS,n,2,279.96,5.2,D,2
51.36537,6.71081,331.93,0.52,0.42,2023-01-18,1242,N,VIIRS,n,2,281.03,4.04,D,2
51.3662,6.71041,331.63,0.53,0.42,2023-01-18,1242,N,VIIRS,n,2,280.5,4.7,D,2
51.4842,6.70584,326.54,0.53,0.42,2023-01-18,1242,N,VIIRS,n,2,280.52,4.65,D,2
51.49093,6.7355,329.7,0.53,0.42,2023-01-18,1242,N,VIIRS,n,2,278.68,4.9,D,2
